         19185552 function calls (19185235 primitive calls) in 79.871 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 common.py:192(<genexpr>)
        2    0.000    0.000    0.000    0.000 base_parser.py:1391(_get_na_values)
        1    0.000    0.000    0.000    0.000 base_parser.py:1123(_make_date_converter)
        1    0.000    0.000    0.000    0.000 warnings.py:458(__init__)
        3    0.000    0.000    0.000    0.000 common.py:121(classes)
        2    0.000    0.000    0.000    0.000 base.py:540(<genexpr>)
        1    0.000    0.000    0.000    0.000 readers.py:2365(_validate_skipfooter)
        2    0.000    0.000    0.000    0.000 enum.py:1123(__new__)
        1    0.000    0.000    0.000    0.000 _validators.py:226(validate_bool_kwarg)
        1    0.000    0.000    0.000    0.000 base.py:791(is_)
        1    0.000    0.000    0.000    0.000 <string>:2(__init__)
        2    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 base_parser.py:1036(_clean_index_names)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        2    0.000    0.000    0.000    0.000 _compiler.py:575(isstring)
        1    0.000    0.000    0.000    0.000 readers.py:2056(_clean_na_values)
        1    0.000    0.000    0.000    0.000 python_parser.py:1359(_validate_skipfooter_arg)
        1    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        1    0.000    0.000    0.000    0.000 base_parser.py:893(_check_data_length)
        1    0.000    0.000    0.000    0.000 python_parser.py:639(_check_for_bom)
        1    0.000    0.000    0.000    0.000 python_parser.py:1356(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 _parser.py:953(fix_flags)
        1    0.000    0.000    0.000    0.000 managers.py:241(is_single_block)
        2    0.000    0.000    0.000    0.000 managers.py:1940(_block)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        1    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        2    0.000    0.000    0.000    0.000 _parser.py:83(groups)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2776(_max_dispatcher)
        1    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 _parser.py:293(tell)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2920(_min_dispatcher)
        1    0.000    0.000    0.000    0.000 python_parser.py:1175(_set_no_thousand_columns)
        3    0.000    0.000    0.000    0.000 python_parser.py:837(_check_comments)
        1    0.000    0.000    0.000    0.000 base_parser.py:279(_extract_multi_indexer_columns)
        1    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        1    0.000    0.000    0.000    0.000 _validators.py:450(check_dtype_backend)
        2    0.000    0.000    0.000    0.000 base.py:974(dtype)
        1    0.000    0.000    0.000    0.000 readers.py:2267(_extract_dialect)
        3    0.000    0.000    0.000    0.000 base_parser.py:1447(is_index_col)
        2    0.000    0.000    0.000    0.000 python_parser.py:90(<lambda>)
        1    0.000    0.000    0.000    0.000 python_parser.py:1168(_remove_skipped_rows)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 multiarray.py:1089(copyto)
        4    0.000    0.000    0.000    0.000 generic.py:405(flags)
        2    0.000    0.000    0.000    0.000 base.py:1671(name)
        1    0.000    0.000    0.000    0.000 series.py:660(_constructor)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:331(getstate)
        1    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        3    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        1    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        2    0.000    0.000    0.000    0.000 multiarray.py:161(concatenate)
        2    0.000    0.000    0.000    0.000 generic.py:363(attrs)
        1    0.000    0.000    0.000    0.000 managers.py:913(__init__)
        4    0.000    0.000    0.000    0.000 series.py:1480(_clear_item_cache)
        1    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:164(__len__)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3063(_prod_dispatcher)
        2    0.000    0.000    0.000    0.000 flags.py:55(allows_duplicate_labels)
        3    0.000    0.000    0.000    0.000 base.py:5144(_values)
        1    0.000    0.000    0.000    0.000 managers.py:1828(ndim)
        1    0.000    0.000    0.000    0.000 python_parser.py:885(_check_thousands)
        1    0.000    0.000    0.000    0.000 base_parser.py:252(close)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        1    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 common.py:207(validate_header_arg)
        1    0.000    0.000    0.000    0.000 missing.py:1073(clean_reindex_fill_method)
        1    0.000    0.000    0.000    0.000 range.py:216(_validate_dtype)
        2    0.000    0.000    0.000    0.000 parse.py:108(_noop)
        1    0.000    0.000    0.000    0.000 base_parser.py:986(_validate_usecols_arg)
        2    0.000    0.000    0.000    0.000 readers.py:527(validate_integer)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 _compiler.py:433(_get_iscased)
        1    0.000    0.000    0.000    0.000 _parser.py:256(match)
        1    0.000    0.000    0.000    0.000 _parser.py:113(__init__)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1301(_argmin_dispatcher)
        1    0.000    0.000    0.000    0.000 python_parser.py:582(_handle_usecols)
        1    0.000    0.000    0.000    0.000 function.py:64(__call__)
        1    0.000    0.000    0.000    0.000 managers.py:246(items)
        1    0.000    0.000    0.000    0.000 readers.py:559(_validate_names)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        1    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 multiarray.py:678(result_type)
        1    0.000    0.000    0.000    0.000 numeric.py:2426(_array_equal_dispatcher)
        2    0.000    0.000    0.000    0.000 common.py:1375(_is_dtype)
        1    0.000    0.000    0.000    0.000 parse.py:421(_checknetloc)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:109(<lambda>)
        1    0.000    0.000    0.000    0.000 copy.py:102(_copy_immutable)
        1    0.000    0.000    0.000    0.000 readers.py:1987(__enter__)


